"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Jason Mraz & Colbie Caillat","Sara","F","62","Johnson","189.6224","paid","Winston-Salem, NC","152","Lucky (Album Version)","95"
"Leonard Cohen","Sara","F","63","Johnson","298.57914","paid","Winston-Salem, NC","152","The Stranger Song","95"
"Bright Eyes","Ayla","F","0","Johnson","279.09179","free","Santa Rosa, CA","135","Kathy with a K's Song","63"
"The Smiths","Chloe","F","1","Cuevas","196.67546","free","San Francisco-Oakland-Hayward, CA","195","The Boy With The Thorn In His Side","49"
"Quique Gonzalez","Chloe","F","2","Cuevas","214.20363","free","San Francisco-Oakland-Hayward, CA","195","Cuando Eramos Reyes","49"
"Muse","Chloe","F","3","Cuevas","210.46812","free","San Francisco-Oakland-Hayward, CA","195","Pink Ego Box","49"
"Sugarland","Cecilia","F","0","Owens","247.77098","free","Atlanta-Sandy Springs-Roswell, GA","5","Just Might (Make Me Believe)","6"
"A Hope For Home","Cecilia","F","1","Owens","388.38812","free","Atlanta-Sandy Springs-Roswell, GA","5","Absolution: Of Flight and Failure","6"
"N.E.R.D. FEATURING MALICE","Jayden","M","0","Fox","288.9922","free","New Orleans-Metairie, LA","184","Am I High (Feat. Malice)","101"
"Death Cab for Cutie","Stefany","F","1","White","216.42404","free","Lubbock, TX","82","A Lack Of Color (Album Version)","83"
"Tracy Gang Pussy","Stefany","F","2","White","221.33506","free","Lubbock, TX","82","I Have A Wish","83"
"Skillet","Kevin","M","0","Arellano","178.02404","free","Harrisburg-Carlisle, PA","153","Monster (Album Version)","66"
"Dance Gavin Dance","Marina","F","0","Sutton","218.46159","free","Salinas, CA","47","Uneasy Hearts Weigh The Most","48"
"Dalto","Aiden","M","1","Hess","190.40608","free","La Crosse-Onalaska, WI-MN","170","Falta Te Dizer","86"
"Kanye West","Makinley","F","0","Jones","278.88281","free","Chicago-Naperville-Elgin, IL-IN-WI","118","Family Business","17"
"Jason Mraz & Colbie Caillat","Kevin","M","0","Arellano","189.6224","free","Harrisburg-Carlisle, PA","187","Lucky (Album Version)","66"
"Liz Callaway","Lily","F","0","Koch","175.43791","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Journey To The Past  (LP Version)","15"
"The Decemberists","Lily","F","1","Koch","242.59873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything I Try to Do_ Nothing Seems to Turn Out Right","15"
"Christina Aguilera","Lily","F","2","Koch","254.48444","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Impossible","15"
"OneRepublic","Lily","F","3","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Secrets","15"
"Cat Stevens","Kynnedi","F","1","Sanchez","200.202","free","Cedar Rapids, IA","88","Wild World","89"
"Brett Dennen","Lily","F","4","Koch","179.66975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","World Keeps Turning","15"
"Godsmack","Lily","F","5","Koch","208.24771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Greed","15"
"Anis","Lily","F","6","Koch","246.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Swing Javanaise","15"
"Tiziano Ferro","Lily","F","7","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ed Ero Contentissimo","15"
"Kylie Auldist","Lily","F","8","Koch","265.92608","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ship Inside A Bottle","15"
"Benga","Lily","F","9","Koch","286.17098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Cut","15"
"T. Rex","Lily","F","10","Koch","132.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ride A White Swan","15"
"Mexican Institute of Sound","Lily","F","11","Koch","278.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mirando a Las Muchachas","15"
"Velour 100","Lily","F","12","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Clouds (Of Color Bright Album Version)","15"
"Maria de Barros","Lily","F","13","Koch","276.29669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Riberonzinha","15"
"Toby Keith","Lily","F","14","Koch","177.162","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Big Blue Note","15"
"Marques Houston","Lily","F","15","Koch","264.98567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Naked","15"
"Commit Suicide","Lily","F","16","Koch","105.482","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","In All This Revelation","15"
"Smile Empty Soul","Lily","F","17","Koch","218.61832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Bottom of a Bottle (Explicit Album Version)","15"
"Amy Winehouse","Lily","F","18","Koch","221.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Wake Up Alone","15"
"Eyehategod","Lily","F","19","Koch","155.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sisterfucker (part Ii)","15"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Lily","F","20","Koch","319.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Dekh Le","15"
"Blondie","Lily","F","21","Koch","127.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little Girl Lies (2001 Digital Remaster)","15"
"She & Him","Lily","F","23","Koch","167.83628","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Got Me","15"
"The Black Keys","Lily","F","24","Koch","294.76526","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Lengths","15"
"Survivor","Lily","F","25","Koch","245.36771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Eye Of The Tiger","15"
"Conya Doss","Lily","F","26","Koch","317.98812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Miss You","15"
"Disney Studio Chorus","Lily","F","28","Koch","234.84036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little April Shower","15"
"Dirty Projectors","Lily","F","29","Koch","319.63383","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Stillness Is The Move","15"
"Boom Bip","Lily","F","30","Koch","330.16118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","From Left To Right","15"
"Avantasia","Lily","F","31","Koch","368.97914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Shelter From The Rain","15"
"Amon Amarth","Lily","F","32","Koch","312.29342","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","North Sea Storm (Live)","15"
"Young Money featuring Lloyd","Lily","F","33","Koch","196.33587","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","BedRock (Radio Edit) (feat.Lloyd)","15"
"Breakbeat Era","Lily","F","34","Koch","326.32118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Anti-Everything","15"
"Local Natives","Lily","F","35","Koch","237.92281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Airplanes","15"
"Gabriella Cilmi","Lily","F","36","Koch","207.38567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Awkward Game","15"
"Minus The Bear","Tegan","F","1","Levine","219.76771","free","Portland-South Portland, ME","165","Knights","80"
"Calle 13 Featuring CafÃÂ© Tacuba","Lily","F","37","Koch","293.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","No Hay Nadie Como TÃÂº","15"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
"Dragonette","Lily","F","38","Koch","246.49098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Fixin to Thrill","15"
"Pennywise","Mohammad","M","0","Rodriguez","188.26404","free","Sacramento--Roseville--Arden-Arcade, CA","87","The Western World","88"
"Kanye West","Aleena","F","2","Kirby","238.52363","paid","Waterloo-Cedar Falls, IA","157","Flashing Lights","44"
"Flash And The Pan","Lily","F","39","Koch","224.65261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Waiting for a Train [Single Mix]","15"
"Washed Out","Tegan","F","3","Levine","168.6722","free","Portland-South Portland, ME","165","New Theory","80"
"Katy Perry","Aleena","F","3","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","157","I Kissed A Girl","44"
"AFI","Lily","F","40","Koch","198.97424","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Miss Murder","15"
"Drake / Kanye West / Lil Wayne / Eminem","Aleena","F","4","Kirby","357.66812","paid","Waterloo-Cedar Falls, IA","157","Forever","44"
"The Crests","Lily","F","41","Koch","182.88281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","16 Candles","15"
"Nirvana","Lily","F","42","Koch","219.08853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Come As You Are","15"
"Knights Of The Abyss","Aleena","F","5","Kirby","205.66159","paid","Waterloo-Cedar Falls, IA","157","Dragon Pie","44"
"Binary Star","Lily","F","43","Koch","300.19873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Honest Expression","15"
"Nada Surf","Aleena","F","6","Kirby","181.08036","paid","Waterloo-Cedar Falls, IA","157","Whose Authority","44"
"Blank & Jones","Aleena","F","7","Kirby","310.15138","paid","Waterloo-Cedar Falls, IA","157","Beyond Time (Ambient Mix)","44"
"Carnifex","Lily","F","44","Koch","219.89832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","By Darkness Enslaved","15"
"Bono / Secret Machines","Lily","F","45","Koch","285.43955","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Am The Walrus","15"
"Broadcast 2000","Aleena","F","8","Kirby","198.84363","paid","Waterloo-Cedar Falls, IA","157","The View","44"
"Pixies","Aleena","F","9","Kirby","229.3024","paid","Waterloo-Cedar Falls, IA","157","Where Is My Mind?","44"
"Kings Of Leon","Lily","F","46","Koch","242.99057","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Holy Roller Novocaine","15"
"Arctic Monkeys","Aleena","F","10","Kirby","221.85751","paid","Waterloo-Cedar Falls, IA","157","You Know I'm No Good","44"
"Alliance Ethnik","Lily","F","47","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","ReprÃÂ©sente","15"
"Apocalyptica","Chloe","F","0","Cuevas","409.86077","free","San Francisco-Oakland-Hayward, CA","179","Coma","49"
"Big Tymers","Aleena","F","11","Kirby","256.15628","paid","Waterloo-Cedar Falls, IA","157","Lil Mama","44"
"Pat Green","Lily","F","48","Koch","295.33995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Whiskey","15"
"Daughtry","Aleena","F","12","Kirby","249.91302","paid","Waterloo-Cedar Falls, IA","157","No Surprise","44"
"Air","Chloe","F","1","Cuevas","212.21832","free","San Francisco-Oakland-Hayward, CA","179","Playground Love","49"
"Sam Cooke","Lily","F","49","Koch","122.04363","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ain't Misbehavin","15"
"Live","Aleena","F","13","Kirby","203.28444","paid","Waterloo-Cedar Falls, IA","157","Deep Enough","44"
"Everclear","Lily","F","50","Koch","222.61506","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Summerland","15"
"Alison Krauss / Union Station","Aleena","F","14","Kirby","129.67138","paid","Waterloo-Cedar Falls, IA","157","Down To The River To Pray","44"
"The All-American Rejects","Lily","F","51","Koch","239.22893","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Move Along","15"
"Covenant","Aleena","F","15","Kirby","300.19873","paid","Waterloo-Cedar Falls, IA","157","XRDS","44"
"You Me At Six","Aiden","M","0","Hess","191.13751","free","La Crosse-Onalaska, WI-MN","189","Liquid Confidence","86"
"Motion City Soundtrack","Lily","F","52","Koch","206.34077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything Is Alright (Album Version)","15"
"FM Static","Lily","F","53","Koch","169.84771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Something To Believe In","15"
"Dave Gahan","Lily","F","54","Koch","272.92689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Kingdom","15"
"Metallica","Lily","F","55","Koch","319.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mama Said","15"
"Dr. Hook","Lily","F","56","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sylvia's Mother","15"
"Gotan Project","Lily","F","57","Koch","321.30567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Diferente","15"
"Carrie Underwood","Lily","F","58","Koch","221.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Play On","15"
"Ut","Lily","F","59","Koch","313.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I.D.","15"
"Lil Wayne / Eminem","Lily","F","60","Koch","229.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Drop The World","15"
"Damage","Lily","F","61","Koch","263.18322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","For Your Pleasure","15"
"Rionegro / SolimÃÂµes","Lily","F","62","Koch","280.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","De SÃÂ£o Paulo ÃÂ BelÃÂ©m","15"
"Drive-By Truckers","Lily","F","63","Koch","246.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Outfit","15"
"Tweet","Lily","F","64","Koch","256.39138","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Smoking Cigarettes (LP Version)","15"
"Ben Folds Five","Lily","F","65","Koch","207.882","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Steven's Last Night In Town","15"
"Glen Hansard","Lily","F","66","Koch","239.59465","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Lies","15"
"Chevelle","Adler","M","0","Barrera","389.85098","free","New York-Newark-Jersey City, NY-NJ-PA","174","Dos (LP Version)","100"
"Bill Withers","Lily","F","67","Koch","383.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Make Love To Your Mind","15"
"Jorge Drexler","Adler","M","1","Barrera","272.14322","free","New York-Newark-Jersey City, NY-NJ-PA","174","Salvapantallas","100"
"Michael Bolton","Lily","F","68","Koch","255.65995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","How Am I Supposed To Live Without You","15"
"The Mercury Program","Adler","M","2","Barrera","449.12281","free","New York-Newark-Jersey City, NY-NJ-PA","174","Marianas","100"
"Duran Duran","Lily","F","69","Koch","321.88036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Seventh Stranger","15"
"Little Boots","Lily","F","70","Koch","195.94404","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Meddle","15"
"Johnossi","Lily","F","71","Koch","174.2624","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Glory Days To Come","15"
"BjÃÂ¶rk","Lily","F","72","Koch","348.57751","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Undo","15"
"Black Eyed Peas","Lily","F","73","Koch","226.37669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Hey Mama","15"
"DecembeRadio","Lily","F","74","Koch","249.62567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Find You Waiting","15"
"Bonobo","Lily","F","75","Koch","270.41914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","1009","15"
"Five Iron Frenzy","Tegan","F","1","Levine","236.09424","free","Portland-South Portland, ME","194","Canada","80"
"Morcheeba","Tegan","F","2","Levine","347.71546","free","Portland-South Portland, ME","194","The Sea","80"
"The Avett Brothers","Tegan","F","3","Levine","307.9571","free","Portland-South Portland, ME","194","All My Mistakes (US4BW0700133)","80"
"Dave Darell","Aiden","M","0","Hess","217.33832","free","La Crosse-Onalaska, WI-MN","197","Children","86"
"Priestess","Ryan","M","1","Smith","190.45832","free","San Jose-Sunnyvale-Santa Clara, CA","183","Talk To Her","26"
"Arcade Fire","Ryan","M","2","Smith","169.19465","free","San Jose-Sunnyvale-Santa Clara, CA","183","I'm Sleeping In A Submarine","26"
"Daft Punk","Ryan","M","3","Smith","211.69587","free","San Jose-Sunnyvale-Santa Clara, CA","183","Crescendolls","26"
"Nickel Creek","Ryan","M","4","Smith","255.13751","free","San Jose-Sunnyvale-Santa Clara, CA","183","When In Rome","26"
"Squeeze","Ryan","M","5","Smith","229.56363","free","San Jose-Sunnyvale-Santa Clara, CA","183","Footprints","26"
"Creedence Clearwater Revival","Samuel","M","0","Gonzalez","175.80363","free","Houston-The Woodlands-Sugar Land, TX","60","Sweet Hitch-Hiker","61"
"Kierra Sheard","Samuel","M","1","Gonzalez","299.02322","free","Houston-The Woodlands-Sugar Land, TX","60","Love Like Crazy (Extended Mix)","61"
"Greg Laswell","Mohammad","M","1","Rodriguez","251.08853","free","Sacramento--Roseville--Arden-Arcade, CA","193","Comes And Goes ( In Waves )","88"
"Pavement","Mohammad","M","3","Rodriguez","99.16036","free","Sacramento--Roseville--Arden-Arcade, CA","193","Mercy:The Laundromat","88"
"Sixx A.M.","Mohammad","M","4","Rodriguez","280.58077","free","Sacramento--Roseville--Arden-Arcade, CA","193","Courtesy Call (Explicit)","88"
"Leonard Cohen","Mohammad","M","5","Rodriguez","267.67628","free","Sacramento--Roseville--Arden-Arcade, CA","193","I'm Your Man","88"
"The Tallest Man On Earth","Joseph","M","0","Gutierrez","203.62404","free","Columbia, SC","167","The Wild Hunt","75"
"My Chemical Romance","Joseph","M","1","Gutierrez","161.90649","free","Columbia, SC","167","Teenagers (Album Version)","75"
"Wendy Rene","Joseph","M","2","Gutierrez","182.46485","free","Columbia, SC","167","After Laughter (Comes Tears) (LP Version)","75"
"Jack Johnson / Paula Fuga","Joseph","M","3","Gutierrez","178.33751","free","Columbia, SC","167","Country Road","75"
"Tub Ring","Joseph","M","4","Gutierrez","233.69098","free","Columbia, SC","167","Invalid","75"
"No Doubt","Mohammad","M","0","Rodriguez","44.93016","free","Sacramento--Roseville--Arden-Arcade, CA","205","BND","88"
"Katy Perry","Mohammad","M","1","Rodriguez","179.40853","free","Sacramento--Roseville--Arden-Arcade, CA","205","I Kissed A Girl","88"
"Neutral Milk Hotel","Joseph","M","5","Gutierrez","248.37179","free","Columbia, SC","167","Ghost","75"
"Dwight Yoakam","Ava","F","0","Robinson","239.3073","free","New Haven-Milford, CT","156","You're The One","50"
"Ella Fitzgerald","Joseph","M","6","Gutierrez","427.15383","free","Columbia, SC","167","On Green Dolphin Street (Medley) (1999 Digital Remaster)","75"
"Tony Rohr","Ava","F","1","Robinson","403.09506","free","New Haven-Milford, CT","156","Van Comp","50"
"Braid","Joseph","M","7","Gutierrez","222.74567","free","Columbia, SC","167","Divers","75"
"Fourmost","Joseph","M","8","Gutierrez","113.6322","free","Columbia, SC","167","Hello Little Girl","75"
"Catupecu Machu","Joseph","M","9","Gutierrez","212.32281","free","Columbia, SC","167","Hormigas","75"
"Creed","Joseph","M","10","Gutierrez","329.87383","free","Columbia, SC","167","Weathered","75"
"Ennio Morricone","Joseph","M","11","Gutierrez","215.01342","free","Columbia, SC","167","Chi Mai (El Profesional)","75"
"Down To The Bone","Sylvie","F","0","Cruz","333.76608","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Keep On Keepin' On","10"
"Three Drives","Sylvie","F","1","Cruz","411.6371","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Greece 2000","10"
"Sebastien Tellier","Sylvie","F","2","Cruz","377.73016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Kilometer","10"
"Lonnie Gordon","Sylvie","F","3","Cruz","181.21098","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","10"
"Charttraxx Karaoke","Ava","F","0","Robinson","225.17506","free","New Haven-Milford, CT","207","Fireflies","50"
"Ska-P","Ava","F","1","Robinson","220.21179","free","New Haven-Milford, CT","207","NiÃÂ±o Soldado","50"
"Dwight Yoakam","Ava","F","2","Robinson","239.3073","free","New Haven-Milford, CT","207","You're The One","50"
"Radiohead","Ayleen","F","0","Wise","130.82077","free","Columbia, SC","70","Pop Is Dead","71"
"Scouting for Girls","Ayleen","F","1","Wise","201.1424","free","Columbia, SC","70","The Mountains Of Navaho","71"
"Alliance Ethnik","Ayleen","F","2","Wise","195.94404","free","Columbia, SC","70","SinceritÃÂ© Et Jalousie","71"
"OutKast","Ayleen","F","3","Wise","227.52608","free","Columbia, SC","70","Ova Da Wudz","71"
"Bloodhound Gang","Kaleb","M","0","Cook","260.20526","free","Yuba City, CA","53","Uhn Tiss Uhn Tiss Uhn Tiss","54"
"Rammstein","Isaac","M","0","Valdez","228.46649","free","Saginaw, MI","112","Adios","3"
"Gershon Kingsley","Isaac","M","1","Valdez","146.57261","free","Saginaw, MI","112","Pop Corn","3"
"The Rakes","Isaac","M","2","Valdez","150.59546","free","Saginaw, MI","112","Strasbourg","3"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Miami Horror","Kate","F","88","Harrell","250.8273","paid","Lansing-East Lansing, MI","293","Sometimes","97"
"The White Stripes","Kate","F","89","Harrell","241.8673","paid","Lansing-East Lansing, MI","293","My Doorbell (Album Version)","97"
"Juan Carmona","Kate","F","90","Harrell","331.44118","paid","Lansing-East Lansing, MI","293","Panales de Algodon","97"
"Alison Krauss / Union Station","Kate","F","91","Harrell","171.04934","paid","Lansing-East Lansing, MI","293","Restless","97"
"Bullet For My Valentine","Kate","F","92","Harrell","235.65016","paid","Lansing-East Lansing, MI","293","Begging For Mercy","97"
"BjÃÂ¶rk","Kate","F","93","Harrell","348.57751","paid","Lansing-East Lansing, MI","293","Undo","97"
"Kanye West","Kate","F","94","Harrell","198.47791","paid","Lansing-East Lansing, MI","293","Celebration","97"
"Amy Winehouse","Ayla","F","0","Johnson","231.52281","free","Santa Rosa, CA","223","Stronger Than Me","63"
"Saosin","Kate","F","95","Harrell","238.10567","paid","Lansing-East Lansing, MI","293","You're Not Alone","97"
"Gorillaz","Kate","F","96","Harrell","195.44771","paid","Lansing-East Lansing, MI","293","Last Living Souls","97"
"World Inferno/Friendship Society_ The","Kate","F","97","Harrell","125.83138","paid","Lansing-East Lansing, MI","293","Everybody Comes to Rick's","97"
"Fall Out Boy","Kate","F","98","Harrell","172.01587","paid","Lansing-East Lansing, MI","293","Don't You Know Who I Think I Am?","97"
"Lonnie Gordon","Kate","F","99","Harrell","181.21098","paid","Lansing-East Lansing, MI","293","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","97"
"Crystal Castles","Kate","F","100","Harrell","213.05424","paid","Lansing-East Lansing, MI","293","Not In Love","97"
"Cage The Elephant","Kate","F","101","Harrell","175.12444","paid","Lansing-East Lansing, MI","293","Ain't No Rest For The Wicked (Original Version)","97"
"Rick Ross","Kate","F","102","Harrell","277.36771","paid","Lansing-East Lansing, MI","293","Luxury Tax","97"
"Lovehatehero","Kaylee","F","0","Summers","216.65914","free","Phoenix-Mesa-Scottsdale, AZ","181","Red Dress","8"
"Justin Bieber","Kaylee","F","1","Summers","264.35873","free","Phoenix-Mesa-Scottsdale, AZ","181","Never Let You Go","8"
"Zero 7","Kaylee","F","2","Summers","199.96689","free","Phoenix-Mesa-Scottsdale, AZ","181","You're My Flame [Album Version]","8"
"Yeah Yeah Yeahs","Kaylee","F","3","Summers","220.96934","free","Phoenix-Mesa-Scottsdale, AZ","181","Heads Will Roll","8"
"4 Skins","Kaylee","F","4","Summers","165.51138","free","Phoenix-Mesa-Scottsdale, AZ","181","Clockwork Skinhead","8"
"Anne-Lie RydÃÂ©","Wyatt","M","0","Scott","176.90077","free","Eureka-Arcata-Fortuna, CA","8","SÃÂ¥n't ÃÂr Livet (You Can Have Her) (2002 Digital Remaster)","9"
"The Smiths","Wyatt","M","1","Scott","242.9122","free","Eureka-Arcata-Fortuna, CA","8","There Is A Light That Never Goes Out","9"
"Metallica","Wyatt","M","2","Scott","515.21261","free","Eureka-Arcata-Fortuna, CA","8","Master Of Puppets","9"
"Flight Of The Conchords","Kynnedi","F","0","Sanchez","148.55791","free","Cedar Rapids, IA","192","Too Many Dicks (On The Dance Floor)","89"
"In Flames","Kynnedi","F","1","Sanchez","255.76444","free","Cedar Rapids, IA","192","Come Clarity","89"
"Juan Carlos Baglietto","Wyatt","M","3","Scott","221.80526","free","Eureka-Arcata-Fortuna, CA","8","Cuando","9"
"Juan Carlos Baglietto","Wyatt","M","4","Scott","285.64853","free","Eureka-Arcata-Fortuna, CA","8","Era En Abril","9"
"Saliva","Ava","F","0","Robinson","252.44689","free","New Haven-Milford, CT","313","Click Click Boom","50"
"Soul II Soul","Jayden","M","0","Fox","239.67302","free","New Orleans-Metairie, LA","298","How Long","101"
"Los Rodriguez","Ava","F","1","Robinson","205.21751","free","New Haven-Milford, CT","313","Enganchate Conmigo","50"
"Twista feat. Kayne West & Jamie Foxx","Ava","F","2","Robinson","212.55791","free","New Haven-Milford, CT","313","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","50"
"Slim Cessna's Auto Club","Ava","F","3","Robinson","333.37424","free","New Haven-Milford, CT","313","Unto The Day","50"
"Philippe Rochard","Theodore","M","0","Harris","360.51546","free","Red Bluff, CA","162","Crumpshit","14"
"Mike And The Mechanics","Theodore","M","1","Harris","275.12118","free","Red Bluff, CA","162","A Beggar On A Beach Of Gold","14"
"No Doubt","Theodore","M","2","Harris","213.31546","free","Red Bluff, CA","162","Hey You","14"
"The White Stripes","Sylvie","F","3","Cruz","231.81016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","286","Seven Nation Army (Album Version)","10"
"Oscar Peterson","Theodore","M","3","Harris","516.70159","free","Red Bluff, CA","162","Nighttime","14"
"Jem","Adler","M","0","Barrera","242.18077","free","New York-Newark-Jersey City, NY-NJ-PA","301","Amazing Life","100"
"Jagged Edge featuring Run of Run DMC","Adler","M","1","Barrera","248.37179","free","New York-Newark-Jersey City, NY-NJ-PA","301","Let's Get Married","100"
"Arctic Monkeys","Tegan","F","1","Levine","152.60689","free","Portland-South Portland, ME","329","Baby I'm Yours","80"
"Pixies","Ava","F","1","Robinson","89.36444","free","New Haven-Milford, CT","338","Build High","50"
"The Roots / Jack Davey","Ava","F","2","Robinson","155.95057","free","New Haven-Milford, CT","338","Atonement","50"
